<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.lyricsactivity dummyMainMethod_com_ophone_MiniPlayer_lyricsactivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.PlayingListActivity dummyMainMethod_com_ophone_MiniPlayer_PlayingListActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.OnlineMusicActivity dummyMainMethod_com_ophone_MiniPlayer_OnlineMusicActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.MusicActivity dummyMainMethod_com_ophone_MiniPlayer_MusicActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.MyPlayerService$CommandReceiver dummyMainMethod_com_ophone_MiniPlayer_MyPlayerService$CommandReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.MyPlayer dummyMainMethod_com_ophone_MiniPlayer_MyPlayer(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.LogoActivity dummyMainMethod_com_ophone_MiniPlayer_LogoActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.Search dummyMainMethod_com_ophone_MiniPlayer_Search(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.MainActivity dummyMainMethod_com_ophone_MiniPlayer_MainActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.lyricsactivity$UpdateReceiver dummyMainMethod_com_ophone_MiniPlayer_lyricsactivity$UpdateReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.MyPlayerService dummyMainMethod_com_ophone_MiniPlayer_MyPlayerService(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.xxx.yyy.MyService dummyMainMethod_com_xxx_yyy_MyService(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.OnlineMusicActivity$UpdateReceiver dummyMainMethod_com_ophone_MiniPlayer_OnlineMusicActivity$UpdateReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.MusicFeedActivity dummyMainMethod_com_ophone_MiniPlayer_MusicFeedActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.PlayingListActivity$UpdateReceiver dummyMainMethod_com_ophone_MiniPlayer_PlayingListActivity$UpdateReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.MyPlayer$UpdateReceiver dummyMainMethod_com_ophone_MiniPlayer_MyPlayer$UpdateReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.xxx.yyy.MyBoolService dummyMainMethod_com_xxx_yyy_MyBoolService(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.xxx.yyy.MyAlarmReceiver dummyMainMethod_com_xxx_yyy_MyAlarmReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.ophone.MiniPlayer.MusicActivity$UpdateReceiver dummyMainMethod_com_ophone_MiniPlayer_MusicActivity$UpdateReceiver(android.content.Intent)>
<dummyMainClass: com.ophone.MiniPlayer.lyricsactivity dummyMainMethod_com_ophone_MiniPlayer_lyricsactivity(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.lyricsactivity dummyMainMethod_com_ophone_MiniPlayer_lyricsactivity(android.content.Intent)> -> <android.view.View: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.PlayingListActivity dummyMainMethod_com_ophone_MiniPlayer_PlayingListActivity(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.OnlineMusicActivity dummyMainMethod_com_ophone_MiniPlayer_OnlineMusicActivity(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.MusicActivity dummyMainMethod_com_ophone_MiniPlayer_MusicActivity(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.MyPlayer dummyMainMethod_com_ophone_MiniPlayer_MyPlayer(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.LogoActivity dummyMainMethod_com_ophone_MiniPlayer_LogoActivity(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.Search dummyMainMethod_com_ophone_MiniPlayer_Search(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.MainActivity dummyMainMethod_com_ophone_MiniPlayer_MainActivity(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.lyricsactivity$UpdateReceiver dummyMainMethod_com_ophone_MiniPlayer_lyricsactivity$UpdateReceiver(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.xxx.yyy.MyService dummyMainMethod_com_xxx_yyy_MyService(android.content.Intent)> -> <com.xxx.yyy.MyService: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.OnlineMusicActivity$UpdateReceiver dummyMainMethod_com_ophone_MiniPlayer_OnlineMusicActivity$UpdateReceiver(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.MusicFeedActivity dummyMainMethod_com_ophone_MiniPlayer_MusicFeedActivity(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.PlayingListActivity$UpdateReceiver dummyMainMethod_com_ophone_MiniPlayer_PlayingListActivity$UpdateReceiver(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.MyPlayer$UpdateReceiver dummyMainMethod_com_ophone_MiniPlayer_MyPlayer$UpdateReceiver(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<dummyMainClass: com.ophone.MiniPlayer.MusicActivity$UpdateReceiver dummyMainMethod_com_ophone_MiniPlayer_MusicActivity$UpdateReceiver(android.content.Intent)> -> <android.app.Activity: void <clinit>()>
<com.xxx.yyy.MyService: void <clinit>()> -> <android.net.Uri: void <clinit>()>
<com.xxx.yyy.MyService: void <clinit>()> -> <android.net.Uri: android.net.Uri parse(java.lang.String)>
